Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/11 13:40:46,4               ,73,IC,800,1,1,1,-1.397147,mg/L,22.190000,0.000000,0.000000,0.000000,0.000000,9.084913
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,-1.397147,22.190000,,800,1.000000,,IC2
ID,Peak Data
0,   0.001
1,   0.018
2,   0.020
3,   0.005
4,   0.010
5,   0.014
6,   0.011
7,   0.007
8,   0.002
9,   0.011
10,   0.028
11,   0.020
12,   0.000
13,   0.052
14,   0.106
15,   0.294
16,   0.654
17,   1.254
18,   2.112
19,   3.269
20,   4.634
21,   6.175
22,   7.700
23,   9.174
24,  10.535
25,  11.587
26,  12.202
27,  12.462
28,  12.469
29,  12.332
30,  11.884
31,  11.199
32,  10.377
33,   9.437
34,   8.475
35,   7.591
36,   6.768
37,   6.001
38,   5.320
39,   4.724
40,   4.213
41,   3.753
42,   3.338
43,   3.036
44,   2.739
45,   2.474
46,   2.261
47,   2.074
48,   1.920
49,   1.772
50,   1.625
51,   1.517
52,   1.374
53,   1.299
54,   1.198
55,   1.125
56,   1.045
57,   0.955
58,   0.888
59,   0.842
60,   0.754
61,   0.680
62,   0.656
63,   0.633
64,   0.589
65,   0.550
66,   0.511
67,   0.489
68,   0.486
69,   0.433
70,   0.416
71,   0.368
72,   0.348
73,   0.327
74,   0.336
75,   0.308
76,   0.287
77,   0.269
78,   0.260
79,   0.252
80,   0.249
81,   0.235
82,   0.198
83,   0.172
84,   0.177
85,   0.171
86,   0.175
87,   0.159
88,   0.139
89,   0.138
90,   0.118
91,   0.131
92,   0.119
93,   0.120
94,   0.117
95,   0.073
96,   0.103
97,   0.108
98,   0.077
99,   0.063
100,   0.073
101,   0.061
102,   0.038
103,   0.074
104,   0.067
105,   0.057
106,   0.061
107,   0.068
108,   0.052
109,   0.062
110,   0.044
111,   0.063
112,   0.068
113,   0.057
114,   0.047
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/11 13:50:11,4               ,74,TC,800,1,1,1,7.033141,mg/L,16.510000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,7.033141,16.510000,,50,1.000000,,TC3
ID,Peak Data
0,   0.012
1,   0.018
2,   0.033
3,   0.026
4,   0.021
5,   0.033
6,   0.027
7,   0.020
8,   0.018
9,   0.024
10,   0.034
11,   0.045
12,   0.044
13,   0.044
14,   0.042
15,   0.050
16,   0.104
17,   0.227
18,   0.507
19,   0.883
20,   1.414
21,   2.056
22,   2.717
23,   3.400
24,   4.063
25,   4.635
26,   5.122
27,   5.490
28,   5.738
29,   5.910
30,   6.047
31,   6.167
32,   6.259
33,   6.374
34,   6.449
35,   6.518
36,   6.555
37,   6.548
38,   6.506
39,   6.407
40,   6.231
41,   5.981
42,   5.646
43,   5.297
44,   4.863
45,   4.435
46,   3.977
47,   3.553
48,   3.145
49,   2.770
50,   2.438
51,   2.127
52,   1.830
53,   1.593
54,   1.389
55,   1.184
56,   1.056
57,   0.901
58,   0.795
59,   0.699
60,   0.597
61,   0.529
62,   0.473
63,   0.408
64,   0.378
65,   0.331
66,   0.282
67,   0.282
68,   0.260
69,   0.243
70,   0.244
71,   0.212
72,   0.194
73,   0.179
74,   0.165
75,   0.164
76,   0.144
77,   0.141
78,   0.129
79,   0.129
80,   0.104
81,   0.094
82,   0.091
83,   0.111
84,   0.108
85,   0.108
86,   0.107
87,   0.091
88,   0.111
89,   0.110
90,   0.092
91,   0.091
92,   0.085
93,   0.091
94,   0.090
95,   0.057
96,   0.044
97,   0.088
98,   0.090
99,   0.067
100,   0.048
101,   0.052
102,   0.046
103,   0.034
104,   0.052
105,   0.067
106,   0.070
107,   0.070
108,   0.054
109,   0.038
110,   0.023
111,   0.026
112,   0.029
113,   0.035
114,   0.039
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/11 13:50:11,4               ,74,IC,800,1,1,1,-1.348827,mg/L,23.240000,0.000000,0.000000,0.000000,0.000000,8.381968
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,-1.348827,23.240000,,800,1.000000,,IC2
ID,Peak Data
0,   0.015
1,   0.000
2,   0.022
3,   0.026
4,   0.023
5,   0.011
6,   0.002
7,   0.000
8,  -0.011
9,  -0.009
10,  -0.010
11,   0.020
12,   0.037
13,   0.046
14,   0.131
15,   0.314
16,   0.687
17,   1.311
18,   2.183
19,   3.327
20,   4.726
21,   6.290
22,   7.827
23,   9.332
24,  10.677
25,  11.740
26,  12.445
27,  12.763
28,  12.796
29,  12.710
30,  12.355
31,  11.764
32,  11.003
33,  10.141
34,   9.233
35,   8.378
36,   7.559
37,   6.783
38,   6.073
39,   5.404
40,   4.826
41,   4.298
42,   3.863
43,   3.479
44,   3.094
45,   2.775
46,   2.506
47,   2.251
48,   2.034
49,   1.831
50,   1.664
51,   1.503
52,   1.354
53,   1.264
54,   1.123
55,   1.060
56,   0.961
57,   0.893
58,   0.823
59,   0.771
60,   0.710
61,   0.672
62,   0.624
63,   0.559
64,   0.547
65,   0.510
66,   0.480
67,   0.445
68,   0.402
69,   0.385
70,   0.339
71,   0.328
72,   0.297
73,   0.265
74,   0.256
75,   0.235
76,   0.228
77,   0.199
78,   0.205
79,   0.191
80,   0.170
81,   0.170
82,   0.135
83,   0.169
84,   0.170
85,   0.135
86,   0.140
87,   0.130
88,   0.104
89,   0.113
90,   0.115
91,   0.080
92,   0.078
93,   0.081
94,   0.086
95,   0.080
96,   0.076
97,   0.067
98,   0.035
99,   0.043
100,   0.051
101,   0.038
102,   0.062
103,   0.065
104,   0.060
105,   0.051
106,   0.036
107,   0.045
108,   0.044
109,   0.024
110,   0.025
111,   0.033
112,   0.033
113,   0.014
114,   0.011
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/11 13:59:40,4               ,75,TC,800,1,1,1,4.835467,mg/L,11.810000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,4.835467,11.810000,,50,1.000000,,TC3
ID,Peak Data
0,  -0.003
1,   0.000
2,  -0.001
3,  -0.008
4,  -0.001
5,   0.021
6,   0.015
7,   0.031
8,   0.008
9,   0.013
10,   0.023
11,   0.017
12,   0.025
13,   0.030
14,   0.025
15,   0.021
16,   0.061
17,   0.173
18,   0.381
19,   0.714
20,   1.140
21,   1.653
22,   2.193
23,   2.745
24,   3.252
25,   3.663
26,   4.008
27,   4.242
28,   4.344
29,   4.365
30,   4.364
31,   4.343
32,   4.304
33,   4.277
34,   4.250
35,   4.235
36,   4.242
37,   4.242
38,   4.233
39,   4.165
40,   4.045
41,   3.940
42,   3.743
43,   3.537
44,   3.313
45,   3.041
46,   2.791
47,   2.498
48,   2.263
49,   2.027
50,   1.826
51,   1.587
52,   1.418
53,   1.272
54,   1.137
55,   1.018
56,   0.916
57,   0.833
58,   0.718
59,   0.656
60,   0.607
61,   0.542
62,   0.470
63,   0.440
64,   0.397
65,   0.372
