Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/10 7:41:7,4               ,39,IC,800,1,1,1,0.401449,mg/L,20.610000,0.000000,0.000000,0.000000,0.000000,7.806524
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,0.401449,20.610000,,800,1.000000,,IC2
ID,Peak Data
0,   0.015
1,   0.026
2,   0.030
3,   0.014
4,   0.010
5,   0.015
6,   0.028
7,   0.029
8,   0.018
9,   0.016
10,   0.005
11,   0.017
12,   0.015
13,   0.027
14,   0.073
15,   0.192
16,   0.478
17,   0.979
18,   1.696
19,   2.683
20,   3.895
21,   5.302
22,   6.772
23,   8.234
24,   9.562
25,  10.636
26,  11.388
27,  11.788
28,  11.868
29,  11.851
30,  11.591
31,  11.065
32,  10.383
33,   9.624
34,   8.758
35,   7.957
36,   7.166
37,   6.425
38,   5.730
39,   5.076
40,   4.493
41,   3.990
42,   3.513
43,   3.108
44,   2.717
45,   2.406
46,   2.118
47,   1.880
48,   1.649
49,   1.445
50,   1.300
51,   1.141
52,   0.978
53,   0.849
54,   0.758
55,   0.669
56,   0.579
57,   0.507
58,   0.460
59,   0.390
60,   0.365
61,   0.318
62,   0.266
63,   0.257
64,   0.221
65,   0.190
66,   0.179
67,   0.162
68,   0.156
69,   0.127
70,   0.115
71,   0.111
72,   0.106
73,   0.069
74,   0.072
75,   0.063
76,   0.045
77,   0.045
78,   0.039
79,   0.057
80,   0.027
81,   0.019
82,   0.023
83,   0.028
84,   0.008
85,   0.005
86,   0.003
87,  -0.001
88,   0.006
89,   0.004
90,   0.007
91,   0.002
92,   0.022
93,   0.013
94,   0.005
95,   0.007
96,   0.005
97,   0.016
98,   0.012
99,   0.015
100,   0.001
101,   0.000
102,   0.000
103,  -0.001
104,  -0.016
105,  -0.005
106,   0.003
107,   0.008
108,   0.004
109,   0.008
110,   0.009
111,  -0.002
112,   0.015
113,   0.009
114,   0.005
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/10 7:50:32,4               ,40,TC,800,1,1,1,7.804005,mg/L,17.270000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,7.804005,17.270000,,50,1.000000,,TC3
ID,Peak Data
0,  -0.006
1,   0.000
2,   0.018
3,   0.011
4,   0.017
5,   0.001
6,  -0.002
7,  -0.008
8,  -0.007
9,  -0.013
10,   0.005
11,  -0.001
12,   0.015
13,   0.004
14,  -0.002
15,   0.026
16,   0.212
17,   0.471
18,   0.935
19,   1.589
20,   2.376
21,   3.269
22,   4.212
23,   5.108
24,   5.933
25,   6.548
26,   7.030
27,   7.313
28,   7.427
29,   7.458
30,   7.442
31,   7.373
32,   7.281
33,   7.128
34,   6.967
35,   6.794
36,   6.594
37,   6.380
38,   6.116
39,   5.831
40,   5.456
41,   5.067
42,   4.698
43,   4.265
44,   3.864
45,   3.441
46,   3.076
47,   2.731
48,   2.391
49,   2.128
50,   1.845
51,   1.607
52,   1.397
53,   1.208
54,   1.050
55,   0.913
56,   0.799
57,   0.699
58,   0.615
59,   0.536
60,   0.474
61,   0.425
62,   0.367
63,   0.330
64,   0.271
65,   0.253
66,   0.244
67,   0.216
68,   0.175
69,   0.172
70,   0.148
71,   0.129
72,   0.119
73,   0.092
74,   0.094
75,   0.094
76,   0.083
77,   0.087
78,   0.096
79,   0.092
80,   0.098
81,   0.072
82,   0.071
83,   0.049
84,   0.046
85,   0.047
86,   0.048
87,   0.036
88,   0.039
89,   0.026
90,   0.018
91,   0.014
92,   0.015
93,   0.015
94,   0.014
95,   0.017
96,   0.014
97,   0.025
98,   0.030
99,   0.017
100,   0.030
101,   0.030
102,   0.014
103,   0.005
104,   0.008
105,   0.013
106,   0.006
107,  -0.005
108,  -0.015
109,  -0.013
110,  -0.002
111,  -0.004
112,   0.002
113,   0.006
114,   0.015
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
