Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/10 3:43:35,4               ,14,IC,800,1,1,1,0.249275,mg/L,17.460000,0.000000,0.000000,0.000000,0.000000,10.471763
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,0.249275,17.460000,,800,1.000000,,IC2
ID,Peak Data
0,  -0.004
1,  -0.028
2,  -0.014
3,  -0.007
4,  -0.011
5,  -0.002
6,  -0.032
7,  -0.015
8,  -0.012
9,  -0.014
10,  -0.015
11,  -0.031
12,  -0.001
13,   0.010
14,   0.081
15,   0.232
16,   0.517
17,   0.994
18,   1.678
19,   2.560
20,   3.616
21,   4.821
22,   6.002
23,   7.138
24,   8.124
25,   8.872
26,   9.422
27,   9.635
28,   9.666
29,   9.609
30,   9.338
31,   8.867
32,   8.364
33,   7.739
34,   7.091
35,   6.411
36,   5.815
37,   5.227
38,   4.658
39,   4.168
40,   3.702
41,   3.300
42,   2.940
43,   2.582
44,   2.292
45,   2.005
46,   1.783
47,   1.608
48,   1.418
49,   1.251
50,   1.099
51,   0.979
52,   0.873
53,   0.770
54,   0.681
55,   0.595
56,   0.556
57,   0.495
58,   0.442
59,   0.368
60,   0.353
61,   0.284
62,   0.259
63,   0.232
64,   0.200
65,   0.182
66,   0.175
67,   0.147
68,   0.135
69,   0.103
70,   0.094
71,   0.079
72,   0.077
73,   0.054
74,   0.066
75,   0.051
76,   0.052
77,   0.010
78,   0.022
79,   0.030
80,   0.018
81,   0.008
82,   0.002
83,  -0.018
84,  -0.004
85,  -0.026
86,  -0.014
87,   0.002
88,  -0.007
89,  -0.008
90,  -0.010
91,  -0.021
92,  -0.015
93,  -0.030
94,  -0.035
95,  -0.049
96,  -0.025
97,  -0.029
98,  -0.035
99,  -0.033
100,  -0.034
101,  -0.037
102,  -0.030
103,  -0.023
104,  -0.028
105,  -0.049
106,  -0.044
107,  -0.052
108,  -0.041
109,  -0.054
110,  -0.041
111,  -0.027
112,  -0.027
113,  -0.014
114,  -0.021
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/10 3:53:5,4               ,15,TC,800,1,1,1,12.538899,mg/L,27.350000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,120,121,12.538899,27.350000,,50,1.000000,,TC3
ID,Peak Data
0,   0.022
1,   0.024
2,   0.018
3,   0.023
4,   0.014
5,   0.027
6,   0.049
7,   0.038
8,   0.026
9,   0.026
10,   0.020
11,   0.020
12,   0.040
13,   0.063
14,   0.063
15,   0.098
16,   0.200
17,   0.527
18,   1.081
19,   1.921
20,   2.988
21,   4.268
22,   5.616
23,   6.952
24,   8.218
25,   9.340
26,  10.201
27,  10.844
28,  11.195
29,  11.323
30,  11.364
31,  11.353
32,  11.291
33,  11.153
34,  11.002
35,  10.814
36,  10.628
37,  10.357
38,  10.015
39,   9.621
40,   9.084
41,   8.539
42,   7.947
43,   7.274
44,   6.597
45,   5.972
46,   5.339
47,   4.744
48,   4.195
49,   3.701
50,   3.252
51,   2.856
52,   2.502
53,   2.220
54,   1.925
55,   1.690
56,   1.494
57,   1.351
58,   1.180
59,   1.058
60,   0.939
61,   0.832
62,   0.730
63,   0.676
64,   0.596
65,   0.539
66,   0.492
67,   0.454
68,   0.417
69,   0.386
70,   0.368
71,   0.337
72,   0.307
73,   0.299
74,   0.297
75,   0.269
76,   0.266
77,   0.253
78,   0.259
79,   0.228
80,   0.207
81,   0.207
82,   0.172
83,   0.176
84,   0.175
85,   0.175
86,   0.145
87,   0.141
88,   0.141
89,   0.135
90,   0.137
91,   0.134
92,   0.124
93,   0.129
94,   0.126
95,   0.110
96,   0.104
97,   0.095
98,   0.104
99,   0.110
100,   0.089
101,   0.097
102,   0.095
103,   0.108
104,   0.107
105,   0.116
106,   0.114
107,   0.108
108,   0.110
109,   0.101
110,   0.097
111,   0.099
112,   0.106
113,   0.119
114,   0.097
115,   0.090
116,   0.076
117,   0.072
118,   0.092
119,   0.073
120,   0.075
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/10 3:53:5,4               ,15,IC,800,1,1,1,0.688889,mg/L,26.560000,0.000000,0.000000,0.000000,0.000000,11.850011
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,0.688889,26.560000,,800,1.000000,,IC2
ID,Peak Data
0,  -0.002
1,   0.017
2,   0.015
