Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/16 12:28:22,4               ,45,TC,800,2,3,2,13.765450,mg/L,30.795000,0.137279,0.997270,0.304000,0.987355
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,13.862520,31.010000,,50,1.000000,,TC3
2,115,229,115,13.668379,30.580000,,50,1.000000,,TC3
ID,Peak Data
0,  -0.001
1,   0.013
2,   0.021
3,   0.013
4,   0.007
5,   0.007
6,   0.027
7,   0.015
8,   0.022
9,   0.044
10,   0.037
11,   0.043
12,   0.026
13,   0.036
14,   0.028
15,   0.081
16,   0.241
17,   0.640
18,   1.380
19,   2.549
20,   4.070
21,   5.853
22,   7.827
23,   9.844
24,  11.740
25,  13.390
26,  14.637
27,  15.485
28,  15.856
29,  15.888
30,  15.845
31,  15.493
32,  14.956
33,  14.301
34,  13.518
35,  12.700
36,  11.895
37,  11.069
38,  10.269
39,   9.450
40,   8.639
41,   7.832
42,   7.071
43,   6.363
44,   5.645
45,   4.999
46,   4.413
47,   3.867
48,   3.372
49,   2.926
50,   2.558
51,   2.222
52,   1.936
53,   1.658
54,   1.461
55,   1.263
56,   1.103
57,   0.972
58,   0.845
59,   0.733
60,   0.656
61,   0.584
62,   0.516
63,   0.453
64,   0.404
65,   0.351
66,   0.317
67,   0.292
68,   0.278
69,   0.253
70,   0.221
71,   0.204
72,   0.202
73,   0.185
74,   0.184
75,   0.160
76,   0.147
77,   0.151
78,   0.128
79,   0.111
80,   0.108
81,   0.094
82,   0.095
83,   0.084
84,   0.085
85,   0.081
86,   0.073
87,   0.067
88,   0.052
89,   0.058
90,   0.039
91,   0.051
92,   0.066
93,   0.076
94,   0.069
95,   0.054
96,   0.064
97,   0.066
98,   0.036
99,   0.033
100,   0.029
101,   0.027
102,   0.028
103,   0.016
