Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/10 13:48:13,4               ,77,TC,800,1,1,1,8.414656,mg/L,18.570000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,8.414656,18.570000,,50,1.000000,,TC3
ID,Peak Data
0,   0.001
1,  -0.002
2,  -0.001
3,   0.011
4,   0.003
5,   0.008
6,   0.020
7,   0.024
8,   0.026
9,   0.020
10,   0.008
11,   0.022
12,   0.033
13,   0.034
14,   0.024
15,   0.032
16,   0.058
17,   0.204
18,   0.480
19,   0.877
20,   1.490
21,   2.196
22,   3.031
23,   3.882
24,   4.736
25,   5.502
26,   6.155
27,   6.662
28,   7.004
29,   7.215
30,   7.319
31,   7.363
32,   7.379
33,   7.369
34,   7.342
35,   7.326
36,   7.258
37,   7.184
38,   7.093
39,   6.973
40,   6.756
41,   6.504
42,   6.158
43,   5.772
44,   5.353
45,   4.917
46,   4.422
47,   3.982
48,   3.526
49,   3.125
50,   2.735
51,   2.358
52,   2.068
53,   1.794
54,   1.552
55,   1.324
56,   1.157
57,   1.006
58,   0.864
59,   0.753
60,   0.650
61,   0.578
62,   0.497
63,   0.445
64,   0.406
65,   0.346
66,   0.310
67,   0.278
68,   0.256
69,   0.216
70,   0.168
71,   0.159
72,   0.151
73,   0.144
74,   0.137
75,   0.118
76,   0.109
77,   0.097
78,   0.066
79,   0.088
80,   0.072
81,   0.053
82,   0.068
83,   0.062
84,   0.060
85,   0.047
86,   0.038
87,   0.060
88,   0.053
89,   0.013
90,   0.025
91,   0.013
92,   0.017
93,   0.012
94,   0.009
95,   0.036
96,   0.036
97,   0.041
98,   0.036
99,   0.037
100,   0.028
101,   0.023
102,   0.026
103,   0.018
104,   0.023
105,   0.019
106,   0.013
107,   0.026
108,   0.016
109,  -0.008
110,  -0.013
111,   0.003
112,  -0.001
113,   0.006
114,   0.014
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/10 13:48:13,4               ,77,IC,800,1,1,1,0.502415,mg/L,22.700000,0.000000,0.000000,0.000000,0.000000,7.912240
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,0.502415,22.700000,,800,1.000000,,IC2
ID,Peak Data
0,   0.026
1,   0.034
2,   0.032
3,   0.031
4,   0.027
5,   0.039
6,   0.039
7,   0.029
8,   0.028
9,   0.026
10,   0.029
11,   0.024
12,   0.017
13,   0.029
14,   0.118
15,   0.280
16,   0.607
17,   1.113
18,   1.864
19,   2.824
20,   4.002
21,   5.291
22,   6.585
23,   7.826
24,   8.938
25,   9.852
26,  10.464
27,  10.772
28,  10.830
29,  10.778
30,  10.536
31,  10.130
32,   9.569
33,   8.901
34,   8.269
35,   7.613
36,   6.979
37,   6.371
38,   5.797
39,   5.258
40,   4.781
41,   4.368
42,   3.990
43,   3.636
44,   3.355
45,   3.088
46,   2.850
47,   2.605
48,   2.429
49,   2.237
50,   2.083
51,   1.959
52,   1.823
53,   1.714
54,   1.614
55,   1.503
56,   1.413
57,   1.344
58,   1.264
59,   1.189
60,   1.122
61,   1.082
62,   1.038
63,   0.996
64,   0.942
65,   0.902
66,   0.872
67,   0.862
68,   0.789
69,   0.778
70,   0.755
71,   0.716
72,   0.713
73,   0.685
74,   0.673
75,   0.660
76,   0.666
77,   0.616
78,   0.620
79,   0.600
80,   0.569
81,   0.561
82,   0.525
83,   0.528
84,   0.503
85,   0.495
86,   0.470
87,   0.463
88,   0.458
89,   0.428
90,   0.427
91,   0.427
92,   0.398
93,   0.383
94,   0.382
95,   0.387
96,   0.374
97,   0.345
98,   0.353
99,   0.342
100,   0.339
101,   0.340
102,   0.342
103,   0.325
104,   0.324
105,   0.298
106,   0.294
107,   0.297
108,   0.315
109,   0.312
110,   0.290
111,   0.267
112,   0.259
113,   0.253
114,   0.247
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/10 13:57:38,4               ,78,TC,800,1,1,1,11.378662,mg/L,24.880000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,11.378662,24.880000,,50,1.000000,,TC3
ID,Peak Data
0,  -0.007
1,  -0.023
2,  -0.017
3,  -0.018
4,  -0.021
5,  -0.018
6,  -0.034
7,  -0.008
8,  -0.013
