Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/11 7:50:51,4               ,36,TC,800,1,1,1,6.860132,mg/L,16.140000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,6.860132,16.140000,,50,1.000000,,TC3
ID,Peak Data
0,   0.049
1,   0.051
2,   0.013
3,   0.022
4,   0.026
5,   0.017
6,   0.022
7,   0.022
8,   0.005
9,   0.011
10,   0.024
11,   0.029
12,   0.033
13,   0.029
14,   0.056
15,   0.085
16,   0.203
17,   0.475
18,   0.936
19,   1.526
20,   2.326
21,   3.134
22,   3.997
23,   4.776
24,   5.456
25,   5.994
26,   6.349
27,   6.481
28,   6.512
29,   6.511
30,   6.448
31,   6.359
32,   6.265
33,   6.204
34,   6.105
35,   6.056
36,   5.993
37,   5.912
38,   5.748
39,   5.559
40,   5.308
41,   4.975
42,   4.658
43,   4.287
44,   3.869
45,   3.487
46,   3.092
47,   2.761
48,   2.440
49,   2.145
50,   1.921
51,   1.651
52,   1.468
53,   1.281
54,   1.141
55,   1.018
56,   0.921
57,   0.821
58,   0.725
59,   0.623
60,   0.581
61,   0.486
62,   0.456
63,   0.399
64,   0.356
65,   0.328
66,   0.327
67,   0.291
68,   0.272
69,   0.250
70,   0.238
71,   0.213
72,   0.195
73,   0.184
74,   0.148
75,   0.128
76,   0.126
77,   0.106
78,   0.095
79,   0.103
80,   0.103
81,   0.076
82,   0.067
83,   0.061
84,   0.066
85,   0.072
86,   0.074
87,   0.060
88,   0.056
89,   0.069
90,   0.063
91,   0.066
92,   0.066
93,   0.058
94,   0.069
95,   0.042
96,   0.042
97,   0.036
98,   0.063
99,   0.057
100,   0.045
101,   0.039
102,   0.044
103,   0.032
104,   0.036
105,   0.032
106,   0.060
107,   0.060
108,   0.053
109,   0.026
110,   0.021
111,   0.014
112,  -0.001
113,   0.002
114,  -0.001
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/11 7:50:51,4               ,36,IC,800,1,1,1,-1.659457,mg/L,16.490000,0.000000,0.000000,0.000000,0.000000,8.519589
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,-1.659457,16.490000,,800,1.000000,,IC2
ID,Peak Data
0,   0.024
1,   0.025
2,  -0.013
3,   0.008
4,   0.008
5,   0.019
