Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/16 0:24:42,1               ,1,TC,400,2,3,2,0.075165,mg/L,1.629500,0.016862,22.433865,0.036000,2.213099
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,0.063242,1.604000,,50,1.000000,,TC3
2,115,229,115,0.087089,1.655000,,50,1.000000,,TC3
ID,Peak Data
0,   0.020
1,   0.030
2,   0.060
3,   0.039
4,   0.030
5,   0.024
6,   0.032
7,   0.039
8,   0.058
9,   0.052
10,   0.048
11,   0.065
12,   0.064
13,   0.052
14,   0.058
15,   0.058
16,   0.052
17,   0.076
18,   0.104
19,   0.170
20,   0.283
21,   0.414
22,   0.579
23,   0.702
24,   0.822
25,   0.944
26,   1.018
27,   1.042
28,   1.048
29,   1.045
30,   0.978
31,   0.926
32,   0.836
33,   0.756
34,   0.679
35,   0.618
36,   0.551
37,   0.499
38,   0.446
39,   0.393
40,   0.356
41,   0.312
42,   0.287
43,   0.261
44,   0.241
45,   0.219
46,   0.195
47,   0.184
48,   0.186
49,   0.187
50,   0.151
51,   0.129
52,   0.117
53,   0.103
54,   0.089
55,   0.078
56,   0.074
57,   0.057
58,   0.053
59,   0.058
60,   0.048
61,   0.040
62,   0.044
63,   0.034
64,   0.021
65,   0.013
66,   0.001
67,  -0.015
68,  -0.001
69,  -0.005
70,  -0.004
71,  -0.021
72,  -0.022
73,  -0.035
74,  -0.026
75,  -0.015
76,  -0.013
77,  -0.008
78,  -0.008
79,   0.004
80,  -0.015
81,  -0.014
82,  -0.013
83,  -0.002
84,   0.008
85,   0.006
86,   0.008
87,  -0.003
88,  -0.013
89,  -0.003
90,  -0.013
91,  -0.017
92,  -0.004
93,  -0.014
94,  -0.023
95,  -0.022
96,  -0.029
97,  -0.011
98,  -0.037
99,  -0.045
100,  -0.027
101,  -0.015
102,  -0.017
103,  -0.013
104,  -0.014
105,  -0.017
106,  -0.007
107,  -0.017
108,  -0.002
109,  -0.007
110,   0.011
111,   0.019
112,   0.015
113,   0.009
114,   0.020
115,   0.010
116,   0.017
