Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/10 15:41:40,4               ,89,IC,800,1,1,1,0.230918,mg/L,17.080000,0.000000,0.000000,0.000000,0.000000,9.855983
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,0.230918,17.080000,,800,1.000000,,IC2
ID,Peak Data
0,   0.020
1,   0.019
2,   0.013
3,  -0.015
4,  -0.003
5,   0.003
6,   0.015
7,   0.017
8,   0.009
9,  -0.008
10,  -0.007
11,   0.007
12,   0.008
13,   0.041
14,   0.104
15,   0.209
16,   0.500
17,   0.951
18,   1.593
19,   2.447
20,   3.467
21,   4.566
22,   5.733
23,   6.826
24,   7.784
25,   8.510
26,   9.005
27,   9.204
28,   9.230
29,   9.187
30,   8.945
31,   8.574
32,   8.054
33,   7.457
34,   6.876
35,   6.290
36,   5.691
37,   5.128
38,   4.634
39,   4.163
40,   3.750
41,   3.336
42,   2.993
43,   2.682
44,   2.397
45,   2.106
46,   1.908
47,   1.719
48,   1.512
49,   1.369
50,   1.223
51,   1.100
52,   1.026
53,   0.895
54,   0.810
55,   0.724
56,   0.643
57,   0.590
58,   0.559
59,   0.483
60,   0.455
61,   0.421
62,   0.378
63,   0.331
64,   0.287
65,   0.283
66,   0.265
67,   0.232
68,   0.219
69,   0.202
70,   0.165
71,   0.141
72,   0.125
73,   0.141
74,   0.138
75,   0.118
76,   0.110
77,   0.097
78,   0.082
79,   0.092
80,   0.077
81,   0.068
82,   0.070
83,   0.061
84,   0.075
85,   0.062
86,   0.061
87,   0.039
88,   0.025
89,   0.020
90,   0.038
91,   0.014
92,   0.016
93,   0.011
94,   0.024
95,   0.005
96,   0.028
97,   0.029
98,   0.039
99,   0.029
100,   0.027
101,  -0.001
102,  -0.004
103,   0.014
104,   0.004
105,  -0.003
106,   0.001
107,   0.020
108,   0.030
109,   0.033
110,   0.024
111,   0.043
112,   0.054
113,   0.034
114,   0.021
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/10 15:51:19,4               ,90,TC,800,1,1,1,11.965827,mg/L,26.130000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,11.965827,26.130000,,50,1.000000,,TC3
ID,Peak Data
0,  -0.011
1,  -0.010
2,   0.000
3,   0.007
4,   0.010
5,   0.035
6,   0.035
7,   0.024
8,   0.010
9,   0.005
10,   0.001
11,   0.017
12,   0.014
13,   0.012
14,   0.011
15,   0.097
16,   0.314
17,   0.693
18,   1.344
19,   2.167
20,   3.210
21,   4.361
22,   5.532
23,   6.691
24,   7.722
25,   8.566
26,   9.180
27,   9.661
28,   9.928
29,  10.063
30,  10.122
31,  10.159
32,  10.156
33,  10.132
34,  10.116
35,  10.075
36,  10.042
37,   9.905
38,   9.717
39,   9.433
40,   9.056
41,   8.599
42,   8.046
43,   7.461
44,   6.843
45,   6.182
46,   5.543
47,   4.898
48,   4.302
49,   3.756
50,   3.270
51,   2.805
52,   2.429
53,   2.095
54,   1.804
55,   1.549
56,   1.334
57,   1.142
58,   0.987
59,   0.857
60,   0.778
61,   0.662
62,   0.587
63,   0.527
64,   0.460
65,   0.415
66,   0.377
67,   0.340
68,   0.314
69,   0.292
70,   0.257
71,   0.243
72,   0.218
73,   0.206
74,   0.179
75,   0.173
76,   0.178
77,   0.169
78,   0.161
79,   0.167
80,   0.156
81,   0.150
82,   0.141
83,   0.125
84,   0.118
85,   0.135
86,   0.135
87,   0.128
88,   0.141
89,   0.103
90,   0.097
91,   0.103
92,   0.086
93,   0.100
94,   0.087
95,   0.081
96,   0.069
97,   0.085
98,   0.083
99,   0.085
100,   0.075
101,   0.072
102,   0.077
103,   0.069
104,   0.041
105,   0.043
106,   0.066
107,   0.049
108,   0.047
109,   0.044
110,   0.051
111,   0.049
112,   0.054
113,   0.063
114,   0.060
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/10 15:51:19,4               ,90,IC,800,1,1,1,0.575362,mg/L,24.210000,0.000000,0.000000,0.000000,0.000000,11.390465
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,127,128,0.575362,24.210000,,800,1.000000,,IC2
ID,Peak Data
0,  -0.001
1,  -0.008
2,   0.004
3,  -0.002
4,  -0.005
5,  -0.023
6,  -0.035
7,  -0.032
8,  -0.018
9,  -0.024
10,  -0.011
11,   0.004
12,   0.003
13,   0.030
14,   0.101
15,   0.299
16,   0.603
17,   1.119
18,   1.890
19,   2.891
20,   4.090
21,   5.418
22,   6.777
23,   8.025
24,   9.152
25,  10.057
26,  10.687
27,  10.998
28,  11.041
29,  10.988
30,  10.746
31,  10.303
32,   9.701
33,   9.035
34,   8.398
35,   7.739
36,   7.116
37,   6.529
38,   5.966
39,   5.462
40,   5.004
41,   4.559
42,   4.165
43,   3.843
44,   3.538
45,   3.250
46,   3.001
47,   2.767
48,   2.595
49,   2.393
50,   2.226
51,   2.077
52,   1.951
53,   1.836
54,   1.745
55,   1.642
56,   1.563
57,   1.479
58,   1.419
59,   1.349
60,   1.293
61,   1.235
62,   1.169
63,   1.117
64,   1.085
65,   1.040
66,   1.016
67,   0.960
68,   0.907
69,   0.888
70,   0.875
71,   0.831
72,   0.815
73,   0.783
74,   0.777
75,   0.768
76,   0.728
77,   0.682
78,   0.682
79,   0.662
80,   0.628
81,   0.631
82,   0.626
83,   0.606
84,   0.580
85,   0.579
86,   0.545
87,   0.535
88,   0.511
89,   0.501
90,   0.499
91,   0.471
92,   0.452
93,   0.451
94,   0.446
95,   0.449
96,   0.454
97,   0.434
98,   0.435
99,   0.431
100,   0.433
101,   0.430
102,   0.420
103,   0.410
104,   0.392
105,   0.389
106,   0.395
107,   0.381
108,   0.380
109,   0.382
110,   0.377
111,   0.348
112,   0.334
113,   0.327
114,   0.314
115,   0.314
116,   0.286
117,   0.286
118,   0.294
119,   0.297
120,   0.302
121,   0.283
122,   0.288
123,   0.284
124,   0.277
125,   0.278
126,   0.273
127,   0.262
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/10 16:0:45,4               ,91,TC,800,1,1,1,8.781046,mg/L,19.350000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,8.781046,19.350000,,50,1.000000,,TC3
ID,Peak Data
0,   0.040
1,   0.045
2,   0.045
3,   0.048
4,   0.048
5,   0.049
6,   0.066
7,   0.041
8,   0.049
9,   0.052
10,   0.060
11,   0.047
12,   0.058
13,   0.061
14,   0.080
15,   0.142
16,   0.333
17,   0.725
18,   1.299
19,   2.082
20,   3.011
21,   3.998
22,   4.995
23,   5.913
24,   6.681
25,   7.246
26,   7.578
27,   7.705
28,   7.726
29,   7.694
30,   7.572
31,   7.415
32,   7.275
33,   7.140
34,   7.044
35,   6.951
36,   6.849
37,   6.760
38,   6.572
39,   6.371
40,   6.114
41,   5.781
42,   5.415
43,   5.027
44,   4.569
45,   4.126
46,   3.706
47,   3.290
48,   2.910
49,   2.556
50,   2.261
51,   2.016
52,   1.788
53,   1.586
54,   1.391
55,   1.248
56,   1.125
57,   1.009
58,   0.935
59,   0.819
60,   0.765
61,   0.688
62,   0.639
63,   0.585
64,   0.543
65,   0.483
66,   0.456
67,   0.439
68,   0.390
69,   0.367
70,   0.328
71,   0.328
72,   0.316
73,   0.293
74,   0.289
75,   0.269
76,   0.262
77,   0.236
78,   0.204
79,   0.196
80,   0.200
81,   0.191
82,   0.181
83,   0.166
84,   0.148
85,   0.155
86,   0.142
87,   0.135
88,   0.128
89,   0.112
90,   0.108
91,   0.104
92,   0.095
93,   0.090
94,   0.084
95,   0.107
96,   0.119
97,   0.101
98,   0.098
99,   0.103
100,   0.087
101,   0.076
102,   0.084
103,   0.086
104,   0.066
105,   0.082
106,   0.076
107,   0.068
108,   0.067
109,   0.070
110,   0.080
111,   0.066
112,   0.061
113,   0.058
114,   0.082
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/10 16:0:45,4               ,91,IC,800,1,1,1,0.152174,mg/L,15.450000,0.000000,0.000000,0.000000,0.000000,8.628872
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,0.152174,15.450000,,800,1.000000,,IC2
ID,Peak Data
0,   0.021
1,   0.001
2,  -0.011
3,   0.013
4,   0.018
5,  -0.002
6,  -0.010
7,  -0.011
8,  -0.018
9,  -0.002
10,  -0.007
11,  -0.015
12,  -0.024
13,  -0.001
14,   0.055
15,   0.207
16,   0.468
17,   0.887
18,   1.479
19,   2.271
20,   3.224
21,   4.323
22,   5.390
23,   6.391
24,   7.273
25,   7.970
26,   8.416
27,   8.639
28,   8.670
29,   8.616
30,   8.404
31,   8.021
32,   7.505
33,   6.943
34,   6.392
35,   5.781
36,   5.227
37,   4.724
38,   4.235
39,   3.763
40,   3.344
41,   2.992
42,   2.653
43,   2.357
44,   2.087
45,   1.876
46,   1.662
47,   1.447
48,   1.300
49,   1.167
50,   1.029
51,   0.907
52,   0.799
53,   0.697
54,   0.637
55,   0.564
56,   0.518
57,   0.447
58,   0.414
59,   0.346
60,   0.347
61,   0.296
62,   0.266
63,   0.237
64,   0.212
65,   0.186
66,   0.155
67,   0.134
68,   0.135
69,   0.128
70,   0.129
71,   0.095
72,   0.095
73,   0.084
74,   0.082
75,   0.064
76,   0.064
77,   0.064
78,   0.048
79,   0.060
80,   0.046
81,   0.055
82,   0.045
83,   0.049
84,   0.046
85,   0.029
86,   0.032
87,   0.034
88,   0.026
89,   0.025
90,   0.021
91,   0.032
92,   0.033
93,   0.045
94,   0.051
95,   0.055
96,   0.024
97,   0.016
98,   0.026
99,   0.035
100,   0.027
101,   0.035
102,   0.024
103,   0.022
104,   0.033
105,   0.053
106,   0.054
107,   0.053
108,   0.036
109,   0.036
110,   0.041
111,   0.033
112,   0.015
113,   0.025
114,   0.011
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/10 16:10:11,4               ,92,TC,800,1,1,1,6.686043,mg/L,14.890000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,6.686043,14.890000,,50,1.000000,,TC3
ID,Peak Data
0,   0.019
1,   0.041
2,   0.036
3,   0.030
4,   0.049
5,   0.051
6,   0.060
7,   0.067
8,   0.084
9,   0.063
10,   0.055
11,   0.053
12,   0.045
13,   0.045
14,   0.047
15,   0.090
16,   0.241
17,   0.489
18,   0.914
19,   1.460
20,   2.127
21,   2.853
22,   3.566
23,   4.227
24,   4.779
25,   5.196
26,   5.422
27,   5.493
28,   5.482
29,   5.460
30,   5.362
31,   5.242
32,   5.164
33,   5.165
34,   5.212
35,   5.268
36,   5.299
37,   5.329
38,   5.316
39,   5.248
40,   5.139
41,   4.915
42,   4.653
43,   4.315
44,   3.940
45,   3.572
46,   3.198
47,   2.852
48,   2.544
49,   2.221
50,   1.933
51,   1.738
52,   1.519
53,   1.319
54,   1.197
55,   1.051
56,   0.946
57,   0.857
58,   0.766
59,   0.688
60,   0.641
61,   0.559
62,   0.533
63,   0.484
64,   0.447
65,   0.418
66,   0.374
67,   0.353
68,   0.318
69,   0.299
70,   0.298
71,   0.258
72,   0.253
73,   0.228
74,   0.209
75,   0.193
76,   0.196
77,   0.164
78,   0.153
79,   0.128
80,   0.145
81,   0.145
82,   0.139
83,   0.132
84,   0.134
85,   0.117
86,   0.119
87,   0.120
88,   0.108
89,   0.105
90,   0.097
91,   0.096
92,   0.103
93,   0.104
94,   0.092
95,   0.089
96,   0.091
97,   0.075
98,   0.075
99,   0.064
100,   0.076
101,   0.072
102,   0.049
103,   0.065
104,   0.057
105,   0.060
106,   0.051
107,   0.055
108,   0.041
109,   0.042
110,   0.043
111,   0.042
112,   0.051
113,   0.046
114,   0.024
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/10 16:10:11,4               ,92,IC,800,1,1,1,0.164251,mg/L,15.700000,0.000000,0.000000,0.000000,0.000000,6.521792
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,0.164251,15.700000,,800,1.000000,,IC2
ID,Peak Data
0,  -0.007
1,  -0.009
2,   0.001
3,  -0.008
4,  -0.007
5,  -0.005
6,   0.007
7,   0.002
8,   0.002
9,  -0.002
10,  -0.002
11,  -0.003
12,   0.001
13,   0.030
14,   0.074
15,   0.213
16,   0.466
17,   0.892
18,   1.503
19,   2.315
20,   3.300
21,   4.385
22,   5.471
23,   6.540
24,   7.449
25,   8.147
26,   8.605
27,   8.810
28,   8.812
29,   8.756
30,   8.522
31,   8.139
32,   7.614
33,   7.036
34,   6.454
35,   5.866
36,   5.283
37,   4.755
38,   4.239
39,   3.771
40,   3.355
41,   2.982
42,   2.655
43,   2.342
44,   2.081
45,   1.833
46,   1.631
47,   1.442
48,   1.274
49,   1.122
50,   1.001
51,   0.898
52,   0.797
53,   0.679
54,   0.598
55,   0.536
56,   0.477
57,   0.424
58,   0.371
59,   0.348
60,   0.303
61,   0.280
62,   0.250
63,   0.208
64,   0.197
65,   0.192
66,   0.177
67,   0.135
68,   0.120
69,   0.117
70,   0.110
71,   0.083
72,   0.049
73,   0.051
74,   0.049
75,   0.052
76,   0.046
77,   0.043
78,   0.046
79,   0.046
80,   0.042
81,   0.044
82,   0.038
83,   0.042
84,   0.050
85,   0.036
86,   0.029
87,   0.037
88,   0.038
89,   0.049
90,   0.041
91,   0.024
92,   0.036
93,   0.025
94,   0.017
95,   0.006
96,  -0.003
97,   0.017
98,   0.003
99,   0.013
100,   0.009
101,   0.006
102,   0.000
103,   0.032
104,   0.021
105,  -0.011
106,  -0.005
107,  -0.007
108,   0.004
109,   0.011
110,  -0.011
111,  -0.030
112,  -0.039
113,  -0.014
114,  -0.015
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/10 16:19:37,5               ,93,TC,800,1,1,1,0.307087,mg/L,1.310000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,0.307087,1.310000,,50,1.000000,,TC3
ID,Peak Data
0,   0.021
1,   0.008
2,   0.009
3,   0.027
4,   0.009
5,   0.014
6,   0.016
7,   0.004
8,   0.027
9,   0.024
10,   0.021
11,   0.025
12,   0.036
13,   0.010
14,   0.020
15,   0.017
16,   0.055
17,   0.078
18,   0.169
19,   0.224
20,   0.305
21,   0.400
22,   0.485
23,   0.579
24,   0.644
25,   0.712
26,   0.734
27,   0.734
28,   0.749
29,   0.735
30,   0.695
31,   0.651
32,   0.616
33,   0.582
34,   0.550
35,   0.494
36,   0.467
37,   0.426
38,   0.388
39,   0.337
40,   0.322
41,   0.275
42,   0.260
43,   0.221
44,   0.204
45,   0.196
46,   0.176
47,   0.171
48,   0.154
49,   0.125
50,   0.096
51,   0.088
52,   0.079
53,   0.072
54,   0.067
55,   0.073
56,   0.055
57,   0.033
58,   0.027
59,   0.036
60,   0.034
61,   0.067
62,   0.040
63,   0.044
64,   0.041
65,   0.030
66,   0.034
67,   0.017
68,   0.016
69,   0.016
70,   0.010
71,   0.008
72,   0.010
73,   0.013
74,   0.039
75,   0.032
76,   0.032
77,   0.024
78,   0.032
79,   0.030
80,   0.030
81,   0.013
82,   0.023
83,   0.045
84,   0.024
85,   0.011
86,   0.020
87,   0.010
88,   0.008
89,   0.007
90,   0.016
91,   0.018
92,   0.042
93,   0.036
94,   0.011
95,   0.006
96,   0.010
97,   0.012
98,   0.011
99,  -0.008
100,   0.011
101,   0.012
102,   0.020
103,   0.023
104,  -0.004
105,   0.013
106,  -0.015
107,  -0.004
108,  -0.005
109,  -0.014
110,  -0.002
111,  -0.005
112,   0.003
113,   0.001
114,   0.005
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/10 16:19:37,5               ,93,IC,800,1,1,1,-0.047343,mg/L,11.320000,0.000000,0.000000,0.000000,0.000000,0.354430
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,-0.047343,11.320000,,800,1.000000,,IC2
ID,Peak Data
0,   0.002
1,   0.002
2,  -0.004
3,  -0.009
4,   0.004
5,   0.004
6,   0.003
7,   0.014
8,   0.001
9,  -0.021
10,  -0.007
11,  -0.004
12,  -0.010
13,  -0.011
14,   0.044
15,   0.162
16,   0.383
17,   0.699
18,   1.193
19,   1.831
20,   2.565
21,   3.406
22,   4.234
23,   5.030
24,   5.691
25,   6.178
26,   6.483
27,   6.577
28,   6.567
29,   6.475
30,   6.207
31,   5.822
32,   5.379
33,   4.908
34,   4.436
35,   3.953
36,   3.533
37,   3.124
38,   2.779
39,   2.453
40,   2.191
41,   1.952
42,   1.727
43,   1.540
44,   1.350
45,   1.212
46,   1.094
47,   0.979
48,   0.885
49,   0.786
50,   0.719
51,   0.660
52,   0.575
53,   0.507
54,   0.471
55,   0.434
56,   0.392
57,   0.365
58,   0.312
59,   0.326
60,   0.320
61,   0.286
62,   0.266
63,   0.238
64,   0.237
65,   0.228
66,   0.210
67,   0.201
68,   0.182
69,   0.195
70,   0.180
71,   0.155
72,   0.167
73,   0.174
74,   0.164
75,   0.178
76,   0.189
77,   0.189
78,   0.164
79,   0.149
80,   0.153
81,   0.128
82,   0.128
83,   0.116
84,   0.111
85,   0.108
86,   0.108
87,   0.122
88,   0.115
89,   0.108
90,   0.105
91,   0.101
92,   0.107
93,   0.114
94,   0.107
95,   0.107
96,   0.099
97,   0.071
98,   0.072
99,   0.074
100,   0.073
101,   0.071
102,   0.070
103,   0.064
104,   0.044
105,   0.048
106,   0.054
107,   0.063
108,   0.063
109,   0.060
110,   0.073
111,   0.069
112,   0.062
113,   0.072
114,   0.061
