Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/10 9:47:9,4               ,52,TC,800,1,1,1,14.290998,mg/L,31.080000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,125,126,14.290998,31.080000,,50,1.000000,,TC3
ID,Peak Data
0,   0.027
1,   0.026
2,   0.024
3,   0.042
4,   0.045
5,   0.042
6,   0.047
7,   0.037
8,   0.054
9,   0.052
10,   0.039
11,   0.033
12,   0.050
13,   0.044
14,   0.056
15,   0.122
16,   0.313
17,   0.709
18,   1.335
19,   2.226
20,   3.276
21,   4.438
22,   5.638
23,   6.833
24,   7.852
25,   8.734
26,   9.445
27,   9.967
28,  10.307
29,  10.545
30,  10.735
31,  10.907
32,  11.079
33,  11.265
34,  11.466
35,  11.618
36,  11.705
37,  11.710
38,  11.683
39,  11.543
40,  11.299
41,  10.886
42,  10.389
43,   9.733
44,   8.985
45,   8.249
46,   7.493
47,   6.737
48,   5.989
49,   5.304
50,   4.665
51,   4.101
52,   3.573
53,   3.132
54,   2.719
55,   2.369
56,   2.083
57,   1.848
58,   1.623
59,   1.455
60,   1.308
61,   1.150
62,   1.039
63,   0.939
64,   0.839
65,   0.770
66,   0.699
67,   0.635
68,   0.582
69,   0.517
70,   0.494
71,   0.471
72,   0.426
73,   0.415
74,   0.373
75,   0.369
76,   0.373
77,   0.345
78,   0.325
79,   0.294
80,   0.269
81,   0.262
82,   0.262
83,   0.243
84,   0.226
85,   0.228
86,   0.218
87,   0.206
88,   0.209
89,   0.203
90,   0.202
91,   0.192
92,   0.184
93,   0.178
94,   0.153
95,   0.142
96,   0.136
97,   0.150
98,   0.172
99,   0.163
100,   0.160
101,   0.149
102,   0.131
103,   0.136
104,   0.122
105,   0.109
106,   0.110
107,   0.104
108,   0.101
109,   0.097
110,   0.113
111,   0.107
112,   0.077
113,   0.095
114,   0.083
115,   0.066
116,   0.075
117,   0.060
118,   0.055
119,   0.059
120,   0.075
121,   0.084
122,   0.083
123,   0.057
124,   0.085
125,   0.082
