Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/10 1:38:13,1               ,1,TC,400,1,1,1,0.291155,mg/L,1.362000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,0.291155,1.362000,,50,1.000000,,TC3
ID,Peak Data
0,   0.041
1,   0.048
2,   0.033
3,   0.026
4,   0.034
5,   0.030
6,   0.025
7,   0.026
8,   0.046
9,   0.053
10,   0.060
11,   0.081
12,   0.083
13,   0.086
14,   0.091
15,   0.094
16,   0.132
17,   0.160
18,   0.218
19,   0.276
20,   0.342
21,   0.424
22,   0.507
23,   0.602
24,   0.647
25,   0.675
26,   0.696
27,   0.699
28,   0.685
29,   0.625
30,   0.605
31,   0.583
32,   0.559
33,   0.498
34,   0.463
35,   0.406
36,   0.368
37,   0.320
38,   0.311
39,   0.284
40,   0.247
41,   0.222
42,   0.206
43,   0.172
44,   0.168
45,   0.147
46,   0.136
47,   0.126
48,   0.088
49,   0.083
50,   0.088
51,   0.081
52,   0.061
53,   0.060
54,   0.055
55,   0.049
56,   0.026
57,   0.041
58,   0.045
59,   0.039
60,   0.041
61,   0.043
62,   0.050
63,   0.033
64,   0.026
65,   0.031
66,   0.001
67,  -0.023
68,  -0.030
69,   0.005
70,   0.001
71,  -0.008
72,  -0.032
73,  -0.023
74,  -0.018
75,  -0.034
76,  -0.010
77,  -0.010
78,  -0.020
79,  -0.024
80,  -0.027
81,  -0.035
82,  -0.013
83,  -0.029
84,  -0.029
85,  -0.024
86,  -0.020
87,  -0.026
88,  -0.022
89,  -0.038
90,  -0.036
91,  -0.039
92,  -0.029
93,  -0.038
94,  -0.049
95,  -0.045
96,  -0.038
97,  -0.046
98,  -0.046
99,  -0.039
100,  -0.049
101,  -0.038
102,  -0.041
103,  -0.052
104,  -0.036
105,  -0.040
106,  -0.054
107,  -0.032
108,  -0.027
109,  -0.033
110,  -0.017
111,  -0.020
112,  -0.040
113,  -0.038
114,  -0.035
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/10 1:38:13,1               ,1,IC,400,1,1,1,0.270605,mg/L,11.730000,0.000000,0.000000,0.000000,0.000000,0.020550
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,0.270605,11.730000,,800,1.000000,,IC3
ID,Peak Data
0,   0.013
1,   0.025
2,   0.032
3,   0.029
4,   0.014
5,   0.039
6,   0.033
7,   0.036
8,   0.017
9,  -0.010
10,  -0.020
11,  -0.018
12,  -0.012
13,   0.026
14,   0.107
15,   0.249
16,   0.569
17,   1.037
18,   1.654
19,   2.424
20,   3.315
21,   4.250
22,   5.153
23,   5.936
24,   6.583
25,   6.979
26,   7.172
27,   7.179
28,   7.133
29,   6.898
30,   6.516
31,   6.028
32,   5.503
33,   4.976
34,   4.427
35,   3.920
36,   3.457
37,   3.053
38,   2.643
39,   2.294
40,   2.013
41,   1.739
42,   1.494
43,   1.302
44,   1.117
45,   0.957
46,   0.814
47,   0.703
48,   0.610
49,   0.518
50,   0.439
51,   0.371
52,   0.317
53,   0.273
54,   0.221
55,   0.190
56,   0.170
57,   0.149
58,   0.123
59,   0.087
60,   0.058
61,   0.046
62,   0.041
63,   0.027
64,   0.014
65,   0.012
66,  -0.013
67,  -0.018
68,  -0.020
69,  -0.031
70,  -0.029
71,  -0.038
72,  -0.039
73,  -0.063
74,  -0.056
75,  -0.045
76,  -0.059
77,  -0.075
78,  -0.075
79,  -0.070
80,  -0.075
81,  -0.068
82,  -0.076
83,  -0.073
84,  -0.075
85,  -0.070
86,  -0.076
87,  -0.072
88,  -0.066
89,  -0.083
90,  -0.075
91,  -0.096
92,  -0.091
93,  -0.092
94,  -0.090
95,  -0.089
96,  -0.089
97,  -0.095
98,  -0.097
99,  -0.104
100,  -0.113
101,  -0.108
102,  -0.091
103,  -0.092
104,  -0.089
105,  -0.100
106,  -0.101
107,  -0.105
108,  -0.112
109,  -0.122
110,  -0.116
111,  -0.102
112,  -0.106
113,  -0.083
114,  -0.101
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,STD Conc,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/10 1:45:17,[TC-3]1,2,TC,200,2,3,2,10.000000,0.000000,mg/L,21.945000,0.000000,0.000000,0.021200,0.096665
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.
1,0,114,115,0.000000,21.960000,,50,1.000000,
2,115,237,123,0.000000,21.930000,,50,1.000000,
ID,Peak Data
0,   0.014
1,   0.014
2,   0.026
3,   0.036
4,   0.030
5,   0.027
6,   0.026
7,   0.041
8,   0.032
9,   0.032
10,   0.033
11,   0.057
12,   0.070
13,   0.078
14,   0.091
15,   0.127
16,   0.289
17,   0.626
18,   1.162
19,   1.875
20,   2.781
21,   3.758
22,   4.740
23,   5.656
24,   6.459
25,   7.066
26,   7.471
27,   7.649
28,   7.677
29,   7.650
30,   7.561
31,   7.409
32,   7.296
33,   7.238
34,   7.317
35,   7.443
36,   7.586
37,   7.725
38,   7.833
39,   7.846
40,   7.838
41,   7.705
42,   7.459
43,   7.106
44,   6.604
45,   6.059
46,   5.446
47,   4.850
48,   4.265
49,   3.696
50,   3.199
51,   2.762
52,   2.365
53,   2.040
54,   1.770
55,   1.529
56,   1.347
57,   1.192
58,   1.053
59,   0.932
60,   0.845
61,   0.757
62,   0.674
63,   0.612
64,   0.587
65,   0.519
66,   0.480
67,   0.442
68,   0.432
69,   0.384
70,   0.318
71,   0.298
72,   0.281
73,   0.276
74,   0.235
75,   0.227
76,   0.229
77,   0.213
78,   0.206
79,   0.192
80,   0.160
81,   0.141
82,   0.133
83,   0.125
84,   0.119
85,   0.116
86,   0.100
87,   0.091
88,   0.086
89,   0.077
90,   0.057
91,   0.051
92,   0.044
93,   0.038
94,   0.030
95,   0.028
96,   0.032
97,   0.020
98,   0.014
99,   0.014
100,   0.015
101,   0.010
102,   0.002
103,   0.017
104,   0.028
105,   0.040
106,   0.040
107,   0.037
108,   0.027
109,   0.017
110,  -0.011
111,  -0.015
112,  -0.016
113,  -0.025
114,  -0.021
115,   0.010
116,   0.003
117,   0.013
118,   0.005
119,   0.004
120,  -0.005
121,  -0.008
122,   0.008
123,   0.033
124,   0.020
125,   0.032
126,   0.041
127,   0.044
128,   0.058
129,   0.054
130,   0.107
131,   0.228
132,   0.468
133,   0.896
134,   1.448
135,   2.152
136,   2.905
137,   3.696
138,   4.450
139,   5.127
140,   5.671
141,   6.064
142,   6.278
143,   6.374
144,   6.392
145,   6.390
146,   6.337
147,   6.288
148,   6.331
149,   6.463
150,   6.671
151,   6.936
152,   7.261
153,   7.577
154,   7.851
155,   8.013
156,   8.085
157,   8.091
158,   8.030
159,   7.821
160,   7.482
161,   6.999
162,   6.416
163,   5.794
164,   5.186
165,   4.553
166,   3.978
167,   3.434
168,   2.928
169,   2.494
170,   2.106
171,   1.809
172,   1.518
173,   1.284
174,   1.085
175,   0.923
176,   0.765
177,   0.645
178,   0.545
179,   0.476
180,   0.405
181,   0.339
182,   0.297
183,   0.241
184,   0.199
185,   0.163
186,   0.128
187,   0.113
188,   0.101
189,   0.088
190,   0.091
191,   0.061
192,   0.066
193,   0.049
194,   0.049
195,   0.035
196,   0.026
197,   0.048
198,   0.026
199,   0.018
200,   0.011
201,   0.006
202,  -0.010
203,  -0.015
204,   0.008
205,   0.007
206,  -0.015
207,  -0.014
208,  -0.007
209,  -0.018
210,  -0.036
211,  -0.026
212,  -0.042
213,  -0.041
214,  -0.055
215,  -0.049
216,  -0.059
217,  -0.057
218,  -0.055
219,  -0.060
220,  -0.063
221,  -0.092
222,  -0.085
223,  -0.088
224,  -0.078
225,  -0.088
226,  -0.092
227,  -0.070
228,  -0.085
229,  -0.095
230,  -0.082
231,  -0.080
232,  -0.088
233,  -0.082
234,  -0.080
235,  -0.104
236,  -0.094
237,  -0.096
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,STD Conc,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/10 1:52:43,[TC-3]2,3,TC,200,2,3,2,50.000000,0.000000,mg/L,107.100000,0.000000,0.000000,0.989900,0.924323
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.
1,0,146,147,0.000000,107.800000,,50,1.000000,
2,147,261,115,0.000000,106.400000,,50,1.000000,
ID,Peak Data
0,   0.017
1,   0.019
2,   0.033
3,   0.042
4,   0.037
5,   0.063
6,   0.063
7,   0.064
8,   0.067
9,   0.054
10,   0.075
11,   0.077
12,   0.092
13,   0.098
14,   0.152
15,   0.468
16,   1.223
17,   2.672
18,   4.957
19,   8.075
20,  11.972
21,  16.362
22,  20.980
23,  25.527
24,  29.694
25,  33.215
26,  35.882
27,  37.678
28,  38.715
29,  39.137
30,  39.191
31,  39.167
32,  39.071
33,  39.065
34,  39.236
35,  39.507
36,  39.791
37,  39.946
38,  39.952
39,  39.797
40,  39.223
41,  38.122
42,  36.509
43,  34.435
44,  31.960
45,  29.168
46,  26.257
47,  23.279
48,  20.433
49,  17.736
50,  15.266
51,  13.045
52,  11.104
53,   9.424
54,   8.003
55,   6.784
56,   5.761
57,   4.922
58,   4.189
59,   3.595
60,   3.108
61,   2.669
62,   2.329
63,   2.029
64,   1.794
65,   1.583
66,   1.426
67,   1.280
68,   1.155
69,   1.027
70,   0.961
71,   0.889
72,   0.778
73,   0.729
74,   0.699
75,   0.639
76,   0.595
77,   0.586
78,   0.573
79,   0.537
80,   0.520
81,   0.497
82,   0.453
83,   0.433
84,   0.434
85,   0.428
86,   0.383
87,   0.408
88,   0.409
89,   0.383
90,   0.389
91,   0.381
92,   0.364
93,   0.355
94,   0.346
95,   0.342
96,   0.336
97,   0.343
98,   0.317
99,   0.314
100,   0.311
101,   0.317
102,   0.325
103,   0.299
104,   0.286
105,   0.283
106,   0.261
107,   0.262
108,   0.271
109,   0.277
110,   0.264
111,   0.261
112,   0.244
113,   0.253
114,   0.234
115,   0.247
116,   0.260
117,   0.271
118,   0.256
119,   0.239
120,   0.229
121,   0.208
122,   0.215
123,   0.221
124,   0.220
125,   0.225
126,   0.199
127,   0.196
128,   0.188
129,   0.195
130,   0.184
131,   0.178
132,   0.172
133,   0.168
134,   0.152
135,   0.163
136,   0.187
137,   0.179
138,   0.173
139,   0.168
140,   0.173
141,   0.131
142,   0.148
143,   0.144
144,   0.138
145,   0.118
146,   0.105
147,   0.013
148,   0.030
149,   0.042
150,   0.024
151,   0.008
152,   0.015
153,   0.020
154,   0.013
155,   0.024
156,   0.023
157,   0.038
158,   0.038
159,   0.035
160,   0.072
161,   0.135
162,   0.424
163,   1.199
164,   2.670
165,   5.021
166,   8.163
167,  12.049
168,  16.345
169,  20.715
170,  24.824
171,  28.362
172,  31.116
173,  32.997
174,  34.043
175,  34.458
176,  34.548
177,  34.622
178,  34.883
179,  35.442
180,  36.336
181,  37.483
182,  38.797
183,  40.048
184,  40.998
185,  41.525
186,  41.590
187,  41.413
188,  40.577
189,  39.091
190,  37.005
191,  34.420
192,  31.476
193,  28.374
194,  25.237
195,  22.199
196,  19.341
197,  16.689
198,  14.296
199,  12.181
200,  10.374
201,   8.791
202,   7.476
203,   6.343
204,   5.387
205,   4.573
206,   3.885
207,   3.325
208,   2.867
209,   2.459
210,   2.099
211,   1.804
212,   1.579
213,   1.383
214,   1.203
215,   1.044
216,   0.951
217,   0.849
218,   0.762
219,   0.678
220,   0.616
221,   0.578
222,   0.499
223,   0.451
224,   0.415
225,   0.390
226,   0.372
227,   0.350
228,   0.334
229,   0.310
230,   0.280
231,   0.266
232,   0.273
233,   0.275
234,   0.275
235,   0.245
236,   0.241
237,   0.236
238,   0.216
239,   0.204
240,   0.198
241,   0.188
242,   0.182
243,   0.174
244,   0.166
245,   0.160
246,   0.141
247,   0.169
248,   0.166
249,   0.142
250,   0.132
251,   0.129
252,   0.131
253,   0.118
254,   0.111
255,   0.109
256,   0.101
257,   0.095
258,   0.090
259,   0.072
260,   0.088
261,   0.103
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,STD Conc,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/10 2:5:21,[IC-2]1,4,IC,800,3,3,3,10.000000,0.000000,mg/L,219.300000,0.000000,0.000000,11.030800,5.030035
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.
1,0,152,153,0.000000,4.323000,,800,1.000000,E
2,153,267,115,0.000000,227.100000,,800,1.000000,
3,268,382,115,0.000000,211.500000,,800,1.000000,
ID,Peak Data
0,   0.030
1,   0.035
2,   0.024
3,   0.011
4,   0.022
5,   0.018
6,   0.007
7,   0.001
8,   0.001
9,  -0.001
10,  -0.015
11,  -0.013
12,  -0.027
13,   0.009
14,   0.040
15,   0.103
16,   0.186
17,   0.294
18,   0.464
19,   0.604
20,   0.711
21,   0.825
22,   0.932
23,   0.976
24,   0.987
25,   0.991
26,   0.970
27,   0.889
28,   0.864
29,   0.815
30,   0.736
31,   0.676
32,   0.654
33,   0.640
34,   0.677
35,   0.696
36,   0.758
37,   0.789
38,   0.789
39,   0.826
40,   0.839
41,   0.847
42,   0.821
43,   0.792
44,   0.750
45,   0.726
46,   0.670
47,   0.641
48,   0.583
49,   0.562
50,   0.544
51,   0.518
52,   0.489
53,   0.452
54,   0.451
55,   0.424
56,   0.415
57,   0.397
58,   0.382
59,   0.382
60,   0.355
61,   0.351
62,   0.337
63,   0.339
64,   0.349
65,   0.361
66,   0.355
67,   0.335
68,   0.346
69,   0.350
70,   0.355
71,   0.350
72,   0.349
73,   0.363
74,   0.378
75,   0.381
76,   0.354
77,   0.366
78,   0.381
79,   0.362
80,   0.337
81,   0.324
82,   0.325
83,   0.334
84,   0.331
85,   0.342
86,   0.347
87,   0.322
88,   0.336
89,   0.333
90,   0.364
91,   0.368
92,   0.363
93,   0.361
94,   0.370
95,   0.361
96,   0.353
97,   0.338
98,   0.338
99,   0.324
100,   0.312
101,   0.311
102,   0.320
103,   0.300
104,   0.312
105,   0.335
106,   0.337
107,   0.330
108,   0.321
109,   0.308
110,   0.312
111,   0.312
112,   0.310
113,   0.322
114,   0.304
115,   0.294
116,   0.308
117,   0.301
118,   0.269
119,   0.291
120,   0.302
121,   0.309
122,   0.305
123,   0.306
124,   0.327
125,   0.325
126,   0.330
127,   0.335
128,   0.308
129,   0.306
130,   0.302
131,   0.286
132,   0.282
133,   0.271
134,   0.273
135,   0.266
136,   0.281
137,   0.280
138,   0.259
139,   0.291
140,   0.325
141,   0.333
142,   0.334
143,   0.325
144,   0.322
145,   0.324
146,   0.297
147,   0.287
148,   0.262
149,   0.250
150,   0.240
151,   0.245
152,   0.232
153,   0.014
154,   0.017
155,   0.013
156,   0.012
157,   0.013
158,  -0.008
159,  -0.017
160,  -0.004
161,   0.004
162,  -0.008
163,  -0.010
164,   0.029
165,   0.163
166,   0.600
167,   1.673
168,   4.005
169,   8.370
170,  15.748
171,  26.435
172,  40.408
173,  57.051
174,  75.276
175,  93.683
176, 110.795
177, 125.125
178, 135.463
179, 141.193
180, 142.431
181, 142.120
182, 138.550
183, 131.618
184, 122.402
185, 111.794
186, 100.672
187,  89.549
188,  78.866
189,  68.916
190,  59.803
191,  51.678
192,  44.455
193,  38.174
194,  32.698
195,  28.012
196,  24.008
197,  20.576
198,  17.663
199,  15.185
200,  13.055
201,  11.262
202,   9.745
203,   8.438
204,   7.351
205,   6.427
206,   5.619
207,   4.939
208,   4.331
209,   3.803
210,   3.359
211,   2.987
212,   2.633
213,   2.352
214,   2.068
215,   1.831
216,   1.639
217,   1.441
218,   1.297
219,   1.184
220,   1.062
221,   0.945
222,   0.857
223,   0.784
224,   0.724
225,   0.669
226,   0.587
227,   0.519
228,   0.483
229,   0.451
230,   0.399
231,   0.354
232,   0.312
233,   0.299
234,   0.280
235,   0.248
236,   0.227
237,   0.197
238,   0.168
239,   0.159
240,   0.147
241,   0.129
242,   0.104
243,   0.095
244,   0.081
245,   0.072
246,   0.067
247,   0.062
248,   0.051
249,   0.026
250,   0.030
251,   0.033
252,   0.034
253,   0.021
254,   0.014
255,   0.003
256,  -0.002
257,  -0.018
258,  -0.013
259,  -0.034
260,  -0.044
261,  -0.047
262,  -0.052
263,  -0.067
264,  -0.070
265,  -0.082
266,  -0.082
267,  -0.090
268,   0.027
269,   0.035
270,   0.029
271,   0.008
272,  -0.015
273,   0.001
274,   0.000
275,  -0.003
276,  -0.013
277,   0.001
278,  -0.005
279,  -0.004
280,   0.076
281,   0.374
282,   1.168
283,   3.081
284,   6.795
285,  13.176
286,  22.713
287,  35.488
288,  51.005
289,  68.325
290,  86.072
291, 102.811
292, 117.034
293, 127.526
294, 133.523
295, 134.919
296, 134.715
297, 131.314
298, 124.530
299, 115.380
300, 104.883
301,  93.894
302,  83.137
303,  73.001
304,  63.676
305,  55.337
306,  47.949
307,  41.481
308,  35.844
309,  30.905
310,  26.654
311,  22.919
312,  19.726
313,  16.922
314,  14.544
315,  12.501
316,  10.718
317,   9.207
318,   7.979
319,   6.874
320,   5.958
321,   5.150
322,   4.478
323,   3.905
324,   3.428
325,   2.994
326,   2.629
327,   2.299
328,   2.009
329,   1.771
330,   1.552
331,   1.394
332,   1.229
333,   1.084
334,   0.945
335,   0.815
336,   0.739
337,   0.629
338,   0.589
339,   0.530
340,   0.458
341,   0.409
342,   0.371
343,   0.324
344,   0.288
345,   0.273
346,   0.221
347,   0.188
348,   0.159
349,   0.140
350,   0.134
