Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/11 9:44:13,4               ,48,IC,800,1,1,1,-1.206627,mg/L,26.330000,0.000000,0.000000,0.000000,0.000000,11.148178
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,-1.206627,26.330000,,800,1.000000,,IC2
ID,Peak Data
0,  -0.004
1,   0.005
2,   0.002
3,  -0.003
4,  -0.010
5,  -0.008
6,  -0.011
7,  -0.008
8,  -0.002
9,  -0.002
10,  -0.005
11,  -0.020
12,  -0.026
13,   0.012
14,   0.111
15,   0.298
16,   0.697
17,   1.293
18,   2.219
19,   3.470
20,   4.953
21,   6.649
22,   8.404
23,  10.129
24,  11.653
25,  12.872
26,  13.738
27,  14.178
28,  14.244
29,  14.190
30,  13.850
31,  13.272
32,  12.489
33,  11.600
34,  10.693
35,   9.728
36,   8.806
37,   7.960
38,   7.186
39,   6.473
40,   5.814
41,   5.216
42,   4.674
43,   4.177
44,   3.762
45,   3.388
46,   3.029
47,   2.756
48,   2.470
49,   2.256
50,   2.069
51,   1.879
52,   1.729
53,   1.594
54,   1.451
55,   1.361
56,   1.262
57,   1.189
58,   1.079
59,   0.993
60,   0.924
61,   0.878
62,   0.806
63,   0.728
64,   0.677
65,   0.648
66,   0.601
67,   0.578
68,   0.547
69,   0.529
70,   0.483
71,   0.466
72,   0.429
73,   0.402
74,   0.356
75,   0.336
76,   0.346
77,   0.316
78,   0.297
79,   0.271
80,   0.272
81,   0.267
82,   0.260
83,   0.240
84,   0.243
85,   0.220
86,   0.209
87,   0.200
88,   0.191
89,   0.169
90,   0.154
91,   0.153
92,   0.134
93,   0.113
94,   0.132
95,   0.148
96,   0.129
97,   0.101
98,   0.097
99,   0.095
100,   0.077
101,   0.072
102,   0.075
103,   0.081
104,   0.090
105,   0.086
106,   0.091
107,   0.088
108,   0.070
109,   0.061
110,   0.053
111,   0.033
112,   0.045
113,   0.042
114,   0.030
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/11 9:53:38,4               ,49,TC,800,1,1,1,6.514115,mg/L,15.400000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,6.514115,15.400000,,50,1.000000,,TC3
ID,Peak Data
0,   0.017
1,   0.014
2,   0.011
3,   0.013
4,   0.026
5,   0.033
6,   0.016
7,   0.017
8,   0.011
9,   0.008
10,   0.013
11,   0.016
12,   0.023
13,   0.032
14,   0.054
15,   0.096
16,   0.260
17,   0.499
18,   0.934
19,   1.465
20,   2.097
21,   2.778
22,   3.463
23,   4.073
24,   4.571
25,   4.966
26,   5.215
27,   5.327
28,   5.362
29,   5.364
30,   5.353
31,   5.373
32,   5.367
33,   5.409
34,   5.482
35,   5.558
36,   5.580
37,   5.581
38,   5.556
39,   5.512
40,   5.397
41,   5.204
42,   4.903
43,   4.613
44,   4.284
45,   3.920
46,   3.533
47,   3.194
48,   2.836
49,   2.517
50,   2.221
51,   1.940
52,   1.699
53,   1.479
54,   1.298
55,   1.129
56,   0.974
57,   0.846
58,   0.747
59,   0.666
60,   0.563
61,   0.513
62,   0.444
63,   0.407
64,   0.370
65,   0.307
66,   0.264
67,   0.248
68,   0.215
69,   0.198
70,   0.190
71,   0.182
72,   0.169
73,   0.136
74,   0.123
75,   0.116
76,   0.106
77,   0.113
78,   0.117
79,   0.100
80,   0.092
81,   0.100
82,   0.094
83,   0.079
84,   0.070
85,   0.061
86,   0.060
87,   0.060
88,   0.045
89,   0.054
90,   0.057
91,   0.051
92,   0.058
93,   0.047
94,   0.057
95,   0.030
96,   0.032
97,   0.056
98,   0.056
99,   0.048
100,   0.044
101,   0.046
102,   0.036
103,   0.030
104,   0.042
105,   0.050
106,   0.056
107,   0.061
108,   0.051
109,   0.034
110,   0.032
111,   0.034
112,   0.036
113,   0.020
114,   0.023
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/11 9:53:38,4               ,49,IC,800,1,1,1,-1.434422,mg/L,21.380000,0.000000,0.000000,0.000000,0.000000,7.948538
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,-1.434422,21.380000,,800,1.000000,,IC2
ID,Peak Data
0,   0.011
1,  -0.011
2,  -0.013
3,  -0.026
4,  -0.021
5,  -0.018
6,  -0.014
7,  -0.005
8,  -0.015
9,  -0.021
10,  -0.004
11,  -0.015
12,  -0.008
13,   0.041
14,   0.073
15,   0.252
16,   0.585
17,   1.167
18,   2.070
19,   3.288
20,   4.807
21,   6.487
22,   8.218
23,   9.891
24,  11.337
25,  12.418
26,  13.063
27,  13.267
28,  13.250
29,  12.984
30,  12.363
31,  11.482
32,  10.468
33,   9.401
34,   8.336
35,   7.375
36,   6.503
37,   5.733
38,   5.071
39,   4.471
40,   3.954
41,   3.507
42,   3.088
43,   2.748
44,   2.441
45,   2.145
46,   1.912
47,   1.662
48,   1.466
49,   1.296
50,   1.131
51,   0.983
52,   0.868
53,   0.743
54,   0.677
55,   0.594
56,   0.529
57,   0.458
58,   0.399
59,   0.358
60,   0.324
61,   0.305
62,   0.244
63,   0.212
64,   0.202
65,   0.170
66,   0.144
67,   0.136
68,   0.128
69,   0.110
70,   0.091
71,   0.067
72,   0.064
73,   0.065
74,   0.051
75,   0.048
76,   0.046
77,   0.019
78,   0.024
79,   0.016
80,   0.024
81,   0.020
82,   0.017
83,   0.027
84,   0.038
85,  -0.005
86,   0.013
87,   0.019
88,   0.022
89,  -0.011
90,  -0.004
91,  -0.003
92,  -0.001
93,   0.008
94,   0.000
95,  -0.001
96,   0.000
97,   0.001
98,  -0.013
99,  -0.004
100,  -0.002
101,  -0.008
102,  -0.024
103,  -0.011
104,  -0.010
105,  -0.014
106,  -0.024
107,  -0.021
108,  -0.025
109,  -0.029
110,  -0.013
111,  -0.004
112,  -0.007
113,  -0.013
114,  -0.030
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/11 10:3:3,4               ,50,TC,800,1,1,1,7.771933,mg/L,18.090000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,7.771933,18.090000,,50,1.000000,,TC3
ID,Peak Data
0,   0.015
1,  -0.004
2,  -0.001
3,   0.002
4,   0.009
5,   0.005
6,   0.006
7,   0.005
8,   0.014
9,   0.031
10,   0.034
11,   0.033
12,   0.028
13,   0.007
14,   0.017
15,   0.101
16,   0.280
17,   0.625
18,   1.141
19,   1.840
20,   2.684
21,   3.551
22,   4.412
23,   5.204
24,   5.875
25,   6.310
26,   6.618
27,   6.719
28,   6.720
29,   6.685
30,   6.604
31,   6.484
32,   6.401
33,   6.367
34,   6.349
35,   6.356
36,   6.353
37,   6.318
38,   6.220
39,   6.063
40,   5.865
41,   5.597
42,   5.220
43,   4.852
44,   4.443
45,   4.004
46,   3.597
47,   3.216
48,   2.854
49,   2.508
50,   2.219
51,   1.986
52,   1.758
53,   1.549
54,   1.378
55,   1.252
56,   1.090
57,   0.980
58,   0.906
59,   0.808
60,   0.708
61,   0.638
62,   0.576
63,   0.533
64,   0.500
65,   0.451
66,   0.401
67,   0.378
68,   0.355
69,   0.316
70,   0.287
71,   0.277
72,   0.248
73,   0.250
74,   0.245
75,   0.216
76,   0.209
77,   0.201
78,   0.188
79,   0.157
80,   0.153
81,   0.135
82,   0.131
83,   0.125
84,   0.109
85,   0.103
86,   0.126
87,   0.136
88,   0.126
89,   0.114
90,   0.103
91,   0.085
92,   0.085
93,   0.074
94,   0.071
95,   0.067
96,   0.049
97,   0.054
98,   0.044
99,   0.054
100,   0.050
101,   0.041
102,   0.052
103,   0.069
104,   0.057
105,   0.021
106,   0.022
107,   0.019
108,   0.018
109,   0.007
110,   0.029
111,   0.033
112,   0.034
113,   0.016
114,   0.030
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/11 10:3:3,4               ,50,IC,800,1,1,1,-1.473999,mg/L,20.520000,0.000000,0.000000,0.000000,0.000000,9.245932
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,-1.473999,20.520000,,800,1.000000,,IC2
ID,Peak Data
0,   0.004
1,  -0.007
2,  -0.008
3,  -0.019
4,  -0.018
5,  -0.022
6,   0.002
7,  -0.012
8,  -0.009
9,  -0.008
10,  -0.015
11,  -0.015
12,   0.001
13,   0.038
14,   0.114
15,   0.257
16,   0.587
17,   1.136
18,   1.916
19,   2.976
20,   4.246
21,   5.674
22,   7.133
23,   8.527
24,   9.776
25,  10.750
26,  11.364
27,  11.672
28,  11.699
29,  11.600
30,  11.218
31,  10.639
32,   9.927
33,   9.135
34,   8.345
35,   7.572
36,   6.841
37,   6.158
38,   5.531
39,   4.943
40,   4.389
41,   3.907
42,   3.454
43,   3.055
44,   2.694
45,   2.373
46,   2.077
47,   1.854
48,   1.614
49,   1.450
50,   1.258
51,   1.125
52,   0.988
53,   0.886
54,   0.800
55,   0.736
56,   0.658
57,   0.626
58,   0.524
59,   0.473
60,   0.443
61,   0.401
62,   0.383
63,   0.353
64,   0.330
65,   0.309
66,   0.282
67,   0.245
68,   0.211
69,   0.190
70,   0.180
71,   0.189
72,   0.164
73,   0.164
74,   0.149
75,   0.148
76,   0.139
77,   0.120
78,   0.115
79,   0.114
80,   0.076
81,   0.058
82,   0.063
83,   0.057
84,   0.064
85,   0.078
86,   0.055
87,   0.045
88,   0.042
89,   0.030
90,   0.048
91,   0.036
92,   0.054
93,   0.056
94,   0.053
95,   0.041
96,   0.048
97,   0.054
98,   0.061
