Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/11 3:51:11,4               ,11,TC,800,1,1,1,14.234029,mg/L,31.910000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,119,120,14.234029,31.910000,,50,1.000000,,TC3
ID,Peak Data
0,   0.029
1,   0.045
2,   0.008
3,   0.015
4,   0.021
5,   0.032
6,   0.048
7,   0.024
8,   0.003
9,  -0.011
10,  -0.007
11,  -0.007
12,  -0.008
13,   0.023
14,   0.014
15,   0.054
16,   0.201
17,   0.508
18,   1.096
19,   1.960
20,   3.059
21,   4.353
22,   5.720
23,   7.094
24,   8.295
25,   9.328
26,  10.106
27,  10.567
28,  10.815
29,  10.850
30,  10.861
31,  10.821
32,  10.802
33,  10.888
34,  11.062
35,  11.230
36,  11.411
37,  11.556
38,  11.579
39,  11.563
40,  11.457
41,  11.169
42,  10.756
43,  10.219
44,   9.580
45,   8.828
46,   8.059
47,   7.309
48,   6.543
49,   5.848
50,   5.177
51,   4.535
52,   3.970
53,   3.462
54,   3.049
55,   2.631
56,   2.271
57,   2.003
58,   1.745
59,   1.530
60,   1.357
61,   1.178
62,   1.041
63,   0.942
64,   0.839
65,   0.764
66,   0.678
67,   0.605
68,   0.557
69,   0.523
70,   0.474
71,   0.442
72,   0.407
73,   0.371
74,   0.341
75,   0.322
76,   0.287
77,   0.299
78,   0.274
79,   0.243
80,   0.247
81,   0.237
82,   0.209
83,   0.209
84,   0.198
85,   0.191
86,   0.191
87,   0.166
88,   0.142
89,   0.136
90,   0.145
91,   0.148
92,   0.152
93,   0.154
94,   0.138
95,   0.117
96,   0.112
97,   0.113
98,   0.094
99,   0.101
100,   0.097
101,   0.093
102,   0.091
103,   0.098
104,   0.097
105,   0.106
106,   0.106
107,   0.078
108,   0.074
109,   0.071
110,   0.070
111,   0.091
112,   0.097
113,   0.069
114,   0.073
115,   0.073
116,   0.077
117,   0.077
118,   0.085
119,   0.065
Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area),TOC（TC-IC)
2022/12/11 3:51:11,4               ,11,IC,800,1,1,1,-1.214450,mg/L,26.160000,0.000000,0.000000,0.000000,0.000000,15.448479
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,-1.214450,26.160000,,800,1.000000,,IC2
ID,Peak Data
0,   0.024
1,   0.006
2,   0.000
3,   0.006
4,   0.008
5,   0.005
6,   0.015
7,   0.012
