Date,Sample Name,VialNo,Meas Mode,Peak Scale,Inj#,Max Inj#,Inj. Counts,Ave. Conc,Unit,Ave. Area,SD(Conc),CV(Conc),SD(Area),CV(Area)
2022/12/11 15:43:30,4               ,86,TC,800,1,1,1,8.608919,mg/L,19.880000,0.000000,0.000000,0.000000,0.000000
Injection #,Start ID,End ID,Data Counts,Conc,Area,Remark,Inj. Vol.,Dil. Factor,Ex.,Cal#
1,0,114,115,8.608919,19.880000,,50,1.000000,,TC3
ID,Peak Data
0,  -0.001
1,   0.011
2,   0.008
3,  -0.002
4,   0.012
5,   0.009
6,   0.003
7,  -0.009
8,  -0.010
9,  -0.014
10,   0.002
11,   0.016
12,   0.018
13,   0.003
14,   0.009
15,   0.064
16,   0.200
17,   0.485
18,   0.957
19,   1.576
20,   2.298
21,   3.098
22,   3.921
23,   4.686
24,   5.358
25,   5.891
26,   6.262
27,   6.459
28,   6.579
29,   6.602
30,   6.601
31,   6.605
32,   6.592
33,   6.632
34,   6.706
35,   6.793
36,   6.849
37,   6.896
38,   6.924
39,   6.895
40,   6.823
41,   6.702
42,   6.505
43,   6.197
44,   5.842
45,   5.435
46,   5.000
47,   4.573
48,   4.090
49,   3.663
50,   3.263
51,   2.841
52,   2.502
53,   2.163
54,   1.885
55,   1.633
56,   1.394
57,   1.237
58,   1.072
59,   0.935
60,   0.820
61,   0.704
62,   0.606
63,   0.541
64,   0.482
65,   0.430
66,   0.377
67,   0.359
68,   0.296
69,   0.269
70,   0.250
71,   0.205
72,   0.204
73,   0.198
74,   0.176
75,   0.155
76,   0.177
77,   0.187
78,   0.159
79,   0.145
80,   0.142
81,   0.150
82,   0.137
83,   0.116
84,   0.113
85,   0.117
86,   0.114
87,   0.097
88,   0.090
89,   0.114
90,   0.104
91,   0.120
92,   0.100
93,   0.088
94,   0.077
95,   0.083
96,   0.077
97,   0.077
98,   0.063
99,   0.046
100,   0.063
101,   0.053
102,   0.073
103,   0.077
104,   0.052
105,   0.062
106,   0.069
107,   0.024
108,   0.041
109,   0.032
110,   0.013
111,   0.018
112,   0.009
113,   0.023
114,   0.011
